x1,x2
89 67 21 55 73 89 67 21 63 2 34 14 74 38 37 59 83 84 10 25 74 ,1.0
21 63 87 85 67 21 55 18 34 27 90 ,1.0
48 94 34 14 65 83 26 47 52 11 29 27 88 42 ,1.0
93 96 37 14 65 97 41 43 44 40 32 39 48 94 34 97 22 75 42 46 16 ,1.0
33 32 50 59 83 26 47 52 86 71 83 26 33 83 84 10 ,1.0
47 36 55 21 62 82 39 19 17 14 97 72 60 8 33 83 ,1.0
76 48 94 46 70 79 38 9 19 24 27 17 89 74 93 84 ,1.0
36 16 91 31 17 14 65 83 26 40 4 69 ,1.0
64 12 33 83 26 47 35 8 33 32 95 84 23 37 ,1.0
37 14 74 52 11 29 50 59 83 61 5 65 83 26 47 35 ,1.0
84 74 13 96 63 57 77 99 54 24 69 ,1.0
40 37 14 74 25 58 46 61 48 94 46 70 4 5 44 ,1.0
64 12 1 52 11 81 45 30 23 37 59 83 26 47 35 21 ,1.0
31 17 14 74 93 96 83 84 10 25 58 21 63 99 48 ,1.0
9 31 17 14 65 44 9 19 24 14 65 44 9 38 8 32 39 10 ,1.0
25 75 53 93 96 63 70 32 95 45 85 45 11 29 5 44 28 25 ,1.0
74 25 75 42 10 39 19 82 85 4 10 25 83 84 96 63 2 34 9 19 79 ,1.0
32 95 29 43 44 9 58 8 99 73 85 67 21 55 73 89 67 5 89 74 93 ,1.0
93 84 10 25 15 74 25 15 53 58 32 39 19 82 39 1 ,1.0
10 25 14 65 83 84 10 25 58 30 82 85 93 84 74 93 96 37 14 74 ,1.0
8 32 95 85 67 21 63 62 82 85 18 34 ,1.0
99 18 41 43 39 19 24 14 65 18 41 61 5 67 ,1.0
55 11 65 83 84 10 25 15 28 25 83 84 10 25 75 68 19 82 ,1.0
77 82 39 91 81 45 30 81 40 4 69 84 23 37 24 14 65 83 ,1.0
8 99 18 34 94 46 70 84 10 25 83 84 96 63 87 4 5 44 9 19 24 ,1.0
67 64 96 8 99 93 84 23 24 14 74 52 34 14 ,1.0
54 41 36 55 73 89 48 8 84 74 93 84 74 14 65 3 ,1.0
44 9 31 54 24 52 11 65 83 26 47 36 55 76 ,1.0
59 83 26 33 15 30 4 5 44 40 4 10 ,1.0
52 11 65 83 26 47 35 21 76 59 100 97 83 84 10 61 5 34 56 ,1.0
44 9 19 90 52 11 51 93 84 10 25 58 32 95 85 45 30 3 51 53 78 ,1.0
86 71 83 26 47 35 73 72 5 44 9 19 24 69 84 74 ,1.0
16 65 83 84 10 25 15 91 26 47 55 76 59 83 20 74 93 96 37 59 83 ,1.0
17 14 74 80 88 7 61 86 44 17 97 22 16 91 8 62 82 33 83 61 4 ,1.0
82 39 10 25 15 91 3 34 56 86 9 58 46 ,1.0
61 48 94 46 61 5 65 97 22 75 14 65 97 41 29 27 88 ,1.0
70 36 52 11 65 60 8 84 10 25 15 ,1.0
93 84 10 25 15 3 29 10 25 83 26 33 15 74 93 84 96 37 59 83 84 ,1.0
26 47 55 21 62 82 85 57 77 4 69 10 25 83 84 ,1.0
99 17 89 67 5 65 44 9 19 24 27 ,1.0
91 39 91 42 10 25 75 42 21 63 57 10 25 75 53 93 3 51 93 84 ,1.0
15 28 25 83 84 74 93 12 79 31 17 89 67 64 96 37 24 52 11 ,1.0
14 97 58 30 81 45 85 38 9 19 90 35 21 63 70 79 ,1.0
67 71 83 84 74 38 37 14 65 97 22 55 64 12 33 32 50 ,1.0
32 95 45 85 58 32 39 48 94 34 14 65 83 84 10 25 15 3 29 1 ,1.0
19 90 62 99 54 24 52 86 74 80 44 ,1.0
70 36 55 76 59 83 84 10 25 75 40 67 71 48 94 14 74 80 72 5 ,1.0
59 80 60 8 86 71 83 26 47 35 8 99 17 89 74 21 63 70 84 ,1.0
74 93 84 96 8 84 96 37 14 74 25 83 ,1.0
86 74 93 96 8 32 95 87 92 50 46 61 86 71 83 26 47 36 55 18 ,1.0
78 28 32 39 48 94 46 70 84 10 25 ,1.0
82 60 67 5 67 71 77 99 89 67 64 96 84 96 37 14 65 ,1.0
94 46 70 84 10 25 15 91 8 99 93 84 74 38 37 14 74 80 20 74 80 ,1.0
40 4 5 34 56 22 13 47 52 46 61 4 69 ,1.0
15 73 85 67 71 83 84 10 25 15 30 81 45 30 81 45 85 38 8 84 ,1.0
37 59 83 100 40 4 69 60 8 84 10 25 15 28 25 58 30 88 7 88 ,1.0
10 25 15 98 92 21 55 76 59 83 84 23 56 33 15 ,1.0
38 37 59 83 26 90 52 11 65 97 42 46 70 ,1.0
10 25 83 84 96 63 57 77 82 39 91 26 47 55 73 85 18 34 27 88 42 ,1.0
54 24 27 88 83 84 96 37 14 74 25 ,1.0
44 40 4 69 65 60 54 41 29 50 59 83 26 47 35 21 63 57 77 ,1.0
74 38 8 99 18 34 27 90 39 19 24 27 90 84 10 ,1.0
46 70 36 60 45 85 67 79 31 88 42 21 ,1.0
81 45 11 29 59 83 26 47 36 12 33 83 84 10 25 83 84 10 25 58 46 ,1.0
80 88 4 69 60 45 11 51 53 78 28 25 83 ,1.0
45 30 81 45 30 81 45 30 81 9 31 54 ,1.0
34 76 59 83 84 10 25 83 84 96 37 59 83 47 35 90 52 ,1.0
35 21 76 48 94 47 52 11 81 72 5 44 40 4 69 ,1.0
88 75 54 24 69 60 8 84 74 38 8 99 93 84 74 ,1.0
82 85 67 21 63 70 84 23 37 14 74 ,1.0
87 78 15 53 58 30 81 45 85 67 64 12 79 38 8 33 15 91 31 ,1.0
84 96 84 10 25 75 53 51 43 44 28 25 75 80 20 79 7 15 98 ,1.0
93 84 10 61 5 44 9 19 82 33 15 ,1.0
83 26 47 35 21 79 31 17 14 65 83 84 96 8 99 ,1.0
41 61 5 44 28 25 15 34 56 86 71 77 33 32 50 74 15 30 81 45 30 ,1.0
37 24 14 65 97 72 60 8 84 10 39 1 99 54 24 27 23 37 59 ,1.0
99 93 84 74 52 86 44 28 25 83 26 47 35 21 63 87 4 69 ,1.0
44 68 19 17 89 67 71 25 83 84 96 37 14 65 97 72 5 89 67 21 ,1.0
78 15 91 39 19 17 14 74 15 73 89 48 8 99 89 ,1.0
9 19 24 52 11 65 83 84 96 37 14 65 74 ,1.0
52 11 29 50 59 53 78 48 94 46 33 15 91 ,1.0
67 64 96 84 10 25 83 26 47 35 19 24 69 60 45 85 18 ,1.0
58 32 95 34 56 22 55 21 55 73 6 76 48 ,1.0
20 79 7 15 53 93 96 8 99 15 73 72 5 44 40 37 24 27 ,1.0
94 14 74 80 60 45 11 29 1 77 99 17 14 74 38 37 24 27 90 22 ,1.0
84 96 37 13 39 48 94 4 5 65 97 10 25 58 8 33 83 84 74 25 75 ,1.0
32 95 29 59 83 84 10 25 7 15 53 51 43 68 19 24 14 ,1.0
21 63 99 93 96 37 13 96 84 74 52 11 20 31 54 ,1.0
57 10 25 83 73 85 67 5 44 9 91 73 72 5 44 9 19 17 ,1.0
70 84 74 80 44 40 67 64 12 79 71 97 42 18 34 ,1.0
52 11 20 96 63 70 35 8 99 48 8 33 32 ,1.0
5 18 34 27 90 35 21 76 59 83 84 10 25 83 26 33 83 84 10 ,1.0
12 33 15 3 29 1 99 17 14 74 13 47 55 11 65 44 9 ,1.0
86 71 83 84 74 15 28 32 77 99 17 14 74 25 75 54 78 48 ,1.0
78 15 56 22 45 85 67 64 12 79 71 83 84 74 80 ,1.0
38 92 32 39 48 94 4 69 60 54 41 36 60 45 ,1.0
60 67 64 33 15 74 60 45 11 29 5 ,1.0
39 10 25 82 39 10 25 83 26 47 36 60 8 86 44 9 58 21 ,1.0
39 1 99 54 41 76 59 83 84 74 80 20 31 ,1.0
46 70 36 55 76 48 8 32 95 34 10 25 75 68 52 11 29 59 83 84 ,1.0
85 38 37 24 52 11 20 60 8 99 15 98 10 25 92 32 95 ,1.0
33 15 56 86 74 13 39 19 17 14 74 38 37 59 83 ,1.0
52 11 51 93 84 74 52 11 98 10 25 15 56 86 71 77 82 85 67 21 ,1.0
24 14 97 41 61 4 10 25 15 3 10 39 1 52 34 10 ,1.0
65 83 26 47 55 21 55 72 5 65 97 22 45 30 60 8 33 ,1.0
44 40 4 69 60 45 30 33 83 26 33 15 56 22 45 30 ,1.0
22 15 28 25 15 34 9 31 54 20 74 93 84 ,1.0
9 58 46 61 4 5 89 67 71 77 99 48 94 34 76 59 83 ,1.0
54 24 9 31 88 83 61 5 44 40 37 14 97 95 43 68 ,1.0
10 25 58 46 61 4 5 44 9 31 54 20 31 17 ,1.0
42 39 19 90 35 21 55 68 52 11 65 44 40 37 24 69 84 10 ,1.0
44 28 32 39 1 77 99 89 67 64 33 ,1.0
32 95 87 78 15 28 25 15 53 51 43 39 ,1.0
44 9 19 24 27 90 21 55 64 96 8 ,1.0
21 63 57 77 4 5 44 9 21 76 59 83 84 23 24 14 ,1.0
31 88 83 26 47 55 18 41 36 55 72 60 8 84 74 15 28 25 83 26 47 ,1.0
65 83 26 47 35 3 51 53 93 84 74 80 88 4 69 60 45 30 81 ,1.0
15 73 72 5 89 74 25 58 46 33 83 84 10 93 84 10 96 37 13 ,1.0
15 98 10 25 15 3 51 67 64 12 1 52 11 51 93 96 84 74 80 60 ,1.0
12 79 7 5 89 67 21 55 73 85 67 64 96 8 33 83 26 47 ,1.0
15 53 78 48 94 4 5 47 55 18 41 76 48 94 67 21 55 99 48 94 ,1.0
71 77 33 32 95 34 27 88 83 26 47 36 12 33 83 84 ,1.0
28 25 75 42 10 25 83 84 74 38 37 14 ,1.0
86 79 38 8 84 10 39 19 24 14 65 97 41 29 50 59 83 84 ,1.0
50 59 83 12 79 31 54 20 4 69 60 8 33 32 50 81 45 30 ,1.0
59 83 26 33 32 95 85 38 37 13 47 ,1.0
11 29 59 10 25 75 54 24 69 65 83 84 23 37 59 ,1.0
25 83 84 23 37 14 65 97 72 60 47 35 21 55 18 37 ,1.0
35 50 74 25 15 53 58 46 61 86 74 15 91 26 47 55 73 85 57 77 99 ,1.0
91 3 34 10 25 58 46 70 79 38 26 47 36 60 ,1.0
4 5 44 40 4 10 25 83 26 33 32 50 38 37 59 ,1.0
67 21 55 73 85 67 64 12 79 38 8 84 10 25 58 30 ,1.0
83 84 74 25 75 42 21 76 59 83 25 58 30 ,1.0
37 24 27 90 62 82 39 95 87 4 10 29 27 90 21 62 ,1.0
29 50 74 38 8 99 18 41 76 59 83 26 33 83 84 ,1.0
9 58 46 70 32 39 10 25 58 21 55 73 85 38 8 32 95 29 1 52 11 ,1.0
12 79 31 17 14 65 83 84 96 37 59 83 84 10 25 83 26 47 55 76 ,1.0
77 33 32 39 19 17 89 48 94 46 33 15 74 ,1.0
81 21 62 82 33 32 39 48 32 95 87 4 5 65 60 45 30 ,1.0
34 56 86 44 9 31 54 64 12 79 7 15 74 25 75 53 93 96 63 99 ,1.0
96 84 10 25 15 74 38 37 13 39 19 17 ,1.0
43 39 91 39 1 77 4 10 25 14 97 10 25 75 40 32 95 34 56 22 ,1.0
33 32 39 48 94 46 33 15 3 29 5 44 9 58 46 16 91 28 25 ,1.0
33 32 39 19 24 14 74 38 92 32 95 85 38 37 14 97 72 5 89 67 5 ,1.0
65 97 72 60 45 30 81 45 30 99 35 21 63 87 ,1.0
93 96 84 96 63 99 89 74 25 15 74 ,1.0
79 38 37 14 87 78 48 94 67 21 63 87 4 5 34 56 86 79 38 8 ,1.0
91 31 54 20 60 45 30 33 15 3 51 93 84 74 15 73 85 45 30 ,1.0
5 44 40 37 14 65 83 84 74 93 96 63 70 36 60 45 30 81 45 30 81 ,1.0
83 84 74 25 58 30 81 45 73 89 48 94 4 10 25 58 46 70 32 95 29 ,1.0
10 25 58 8 99 93 84 10 25 83 84 10 61 ,1.0
81 72 60 67 21 63 2 60 54 86 44 9 58 21 62 82 33 ,1.0
81 45 85 67 64 96 63 87 4 5 34 14 97 10 25 58 46 70 32 ,1.0
13 47 52 11 29 50 38 9 19 82 39 ,1.0
84 96 63 87 92 32 39 19 82 39 1 52 ,1.0
83 84 96 84 74 25 83 84 10 25 83 26 47 55 72 5 67 71 ,1.0
8 32 95 34 94 34 14 65 74 93 84 96 8 84 ,1.0
13 96 51 93 40 4 10 25 15 81 22 15 98 ,1.0
58 46 33 32 39 48 94 4 5 89 67 64 96 63 ,1.0
5 44 40 37 14 74 25 58 30 81 21 55 72 5 ,1.0
32 95 45 30 81 22 55 21 76 48 94 46 61 86 71 83 84 10 25 ,1.0
15 74 73 6 92 32 39 19 82 85 38 37 24 27 90 ,1.0
47 52 11 29 59 83 26 47 35 21 63 70 79 31 ,1.0
35 21 76 59 83 84 74 80 20 96 37 14 97 10 25 58 8 33 83 84 ,1.0
93 84 74 52 86 74 80 88 83 26 47 55 73 89 74 25 83 84 10 25 75 ,1.0
8 84 74 25 52 11 65 60 54 41 61 48 ,1.0
84 10 25 15 73 85 67 64 96 63 2 99 93 84 10 25 83 ,1.0
15 28 32 39 1 52 86 74 80 91 73 ,1.0
17 89 67 5 44 28 25 15 28 25 58 ,1.0
48 32 39 91 3 34 10 25 83 61 86 44 9 19 17 89 74 13 98 92 32 ,1.0
69 84 10 39 94 46 61 5 93 96 37 14 74 80 44 9 19 ,1.0
82 60 8 84 74 25 7 15 56 22 15 56 22 15 91 81 77 ,1.0
84 96 63 2 99 93 69 60 8 33 15 3 29 27 17 89 67 21 62 82 85 ,1.0
85 18 34 76 48 94 14 97 83 84 96 63 2 60 54 ,1.0
67 21 62 82 60 8 33 32 95 85 67 64 ,1.0
76 48 99 35 92 32 95 85 67 64 96 37 24 27 23 56 22 72 60 ,1.0
30 7 61 5 44 28 25 83 26 33 32 77 4 5 89 67 5 65 ,1.0
45 30 81 21 55 21 55 72 60 45 30 81 ,1.0
82 85 57 70 84 96 63 87 92 32 50 59 83 26 47 ,1.0
27 17 14 74 25 83 84 10 25 58 46 33 83 26 33 ,1.0
67 21 76 59 83 26 33 32 95 85 57 10 25 58 30 ,1.0
32 39 19 90 14 74 38 37 14 74 52 11 29 67 64 27 97 41 ,1.0
82 60 45 30 81 45 30 43 39 91 26 42 10 25 15 34 27 90 35 21 55 ,1.0
90 35 21 55 76 59 10 25 15 3 29 5 44 ,1.0
84 10 25 83 84 10 25 83 84 96 63 57 10 25 83 84 96 8 99 18 41 ,1.0
84 74 80 88 42 39 1 24 52 11 29 50 74 25 83 84 ,1.0
87 54 24 52 11 29 67 5 44 9 58 30 86 71 ,1.0
73 72 60 45 30 81 72 5 34 27 88 4 5 ,1.0
45 11 81 45 30 81 21 63 99 35 21 55 51 35 33 32 39 1 52 ,1.0
58 46 33 83 84 10 25 83 26 47 35 21 55 18 34 ,1.0
15 91 73 89 67 64 12 64 33 15 56 ,1.0
11 65 97 42 21 55 21 62 82 39 19 24 14 65 44 ,1.0
4 69 84 10 39 1 77 89 67 64 17 89 74 80 88 42 18 34 56 ,1.0
38 8 86 71 77 99 48 94 34 27 17 ,1.0
19 24 14 74 38 8 33 15 53 51 81 21 76 59 83 84 ,1.0
65 44 9 31 17 89 48 94 47 35 21 63 70 79 38 37 ,1.0
19 24 27 90 84 96 37 13 96 37 59 83 84 96 63 87 4 ,1.0
20 4 5 44 9 19 79 71 77 99 17 89 74 25 83 26 ,1.0
77 89 67 5 65 60 45 30 81 72 60 8 99 93 84 96 63 70 32 39 ,1.0
12 1 77 99 93 59 83 84 10 25 75 40 32 95 45 30 81 45 85 ,1.0
35 21 63 70 84 96 8 99 15 28 25 58 30 3 ,1.0
85 38 8 32 39 19 24 27 90 52 11 81 21 55 ,1.0
35 21 76 59 83 26 33 15 30 85 45 30 81 45 85 67 64 46 70 79 ,1.0
58 46 70 36 55 73 72 60 54 24 52 86 71 83 26 47 55 18 34 ,1.0
45 30 81 45 30 81 45 30 38 9 58 30 81 45 30 51 ,1.0
33 83 84 96 8 84 23 37 14 65 44 40 37 14 74 25 ,1.0
79 7 88 83 84 74 52 86 74 38 37 59 35 21 55 73 6 17 ,1.0
24 52 11 65 83 26 47 55 72 100 31 ,1.0
85 18 34 94 46 33 15 91 73 72 5 34 14 74 13 15 ,1.0
61 5 44 28 25 58 30 81 45 30 81 45 30 81 21 55 18 41 76 48 94 ,1.0
96 63 57 77 33 27 90 52 86 71 77 99 48 8 84 ,1.0
15 95 45 85 67 71 83 91 46 70 84 96 37 59 83 84 10 25 15 28 ,1.0
73 85 67 5 89 74 15 3 51 93 96 63 87 78 15 73 89 61 2 ,1.0
24 27 17 89 61 5 44 9 19 90 35 19 24 ,1.0
33 83 7 5 44 40 30 86 74 93 84 96 63 70 35 1 77 89 48 94 4 ,1.0
74 93 84 10 25 15 73 85 67 5 44 9 31 17 14 65 83 84 ,1.0
61 86 44 28 25 7 5 89 67 41 36 16 ,1.0
17 14 65 74 25 58 46 33 15 91 42 11 70 84 96 37 14 ,1.0
10 25 75 68 19 79 31 17 89 67 21 93 84 74 80 72 60 45 ,1.0
32 95 34 56 22 75 40 37 59 89 74 15 28 25 58 46 33 ,1.0
51 81 22 13 39 48 8 62 82 85 18 ,1.0
45 30 81 7 45 85 38 9 19 64 12 79 38 92 ,1.0
8 33 83 84 74 25 58 30 81 21 55 18 34 14 ,1.0
12 33 15 3 29 59 26 47 35 21 63 70 84 96 8 99 93 84 10 25 15 ,1.0
8 84 96 84 10 61 5 44 40 32 95 29 ,1.0
10 39 10 25 83 84 96 84 74 52 11 65 ,1.0
34 27 17 14 65 97 10 40 67 64 96 37 13 47 35 8 ,1.0
100 13 47 35 8 84 10 25 83 84 96 63 87 85 54 ,1.0
45 85 57 77 33 32 95 85 57 77 82 60 45 30 81 45 ,1.0
83 26 47 55 18 34 94 14 65 3 49 70 72 60 8 ,1.0
74 38 9 19 82 85 18 34 27 23 37 13 98 10 39 19 24 ,1.0
35 21 55 76 59 83 84 10 25 58 46 61 5 65 51 93 84 10 25 ,1.0
54 20 79 38 9 58 32 39 10 25 83 26 47 ,1.0
60 8 86 44 28 32 50 74 93 96 37 14 74 25 83 84 10 25 ,1.0
55 64 12 33 83 92 29 43 11 65 83 84 74 38 37 14 ,1.0
83 26 33 83 84 10 25 83 84 74 80 60 45 30 21 46 16 ,1.0
12 79 38 65 74 15 98 10 25 14 74 93 96 37 ,1.0
85 18 34 27 23 56 86 74 25 58 8 33 32 39 ,1.0
78 54 20 79 71 22 55 21 76 59 83 84 10 25 83 ,1.0
32 95 87 92 21 76 59 83 84 23 37 24 14 74 38 37 ,1.0
25 15 53 58 30 98 10 61 4 69 60 8 33 15 3 29 50 46 70 ,1.0
51 43 11 81 21 63 87 54 41 61 86 74 93 84 10 ,1.0
4 5 44 40 37 14 74 52 86 71 83 26 ,1.0
25 83 26 47 55 73 85 38 37 13 47 ,1.0
52 34 92 32 19 79 38 37 24 52 86 71 83 84 10 25 75 ,1.0
60 45 11 81 21 55 72 5 44 9 58 30 23 37 59 83 26 ,1.0
23 56 86 71 83 84 10 25 58 30 98 10 25 15 53 ,1.0
80 72 60 54 20 31 17 14 74 93 96 8 84 10 25 83 26 47 36 12 79 ,1.0
14 74 80 20 79 71 83 61 48 94 46 70 36 55 18 34 88 42 69 60 54 ,1.0
79 31 17 14 97 58 30 81 21 55 73 6 76 48 32 39 95 22 55 73 ,1.0
65 97 58 30 81 22 16 65 60 54 20 74 80 88 ,1.0
4 5 44 40 4 5 34 56 12 79 7 61 86 9 19 ,1.0
55 11 81 22 72 5 34 10 25 83 1 24 52 79 71 77 4 ,1.0
44 28 25 52 11 81 45 85 67 21 55 18 34 76 59 ,1.0
36 55 64 96 63 2 99 17 14 74 80 60 67 64 12 79 38 8 ,1.0
11 51 93 40 32 39 44 28 25 75 54 86 71 83 84 ,1.0
74 52 11 51 32 95 87 4 69 65 74 93 40 ,1.0
70 84 96 63 87 92 68 19 82 85 57 10 25 83 84 10 25 58 32 ,1.0
31 54 24 27 88 4 5 44 40 37 14 65 60 ,1.0
34 14 74 38 9 19 90 35 8 99 54 24 27 90 50 46 16 ,1.0
41 76 59 83 26 60 8 99 15 91 73 85 57 10 ,1.0
85 38 37 90 52 11 29 50 81 53 78 28 32 39 10 25 75 68 19 17 ,1.0
45 30 34 27 90 39 1 10 25 14 74 25 15 3 29 ,1.0
100 31 54 41 76 59 83 84 96 37 14 74 93 96 37 14 97 42 69 ,1.0
74 93 84 10 25 58 32 95 34 94 34 27 88 83 84 ,1.0
14 74 25 58 32 95 85 38 8 33 32 95 87 81 21 63 57 20 31 17 89 ,1.0
14 65 83 84 10 25 83 84 10 25 58 32 39 19 79 71 77 4 10 39 94 ,1.0
96 37 14 97 42 21 55 18 41 61 48 94 46 61 4 69 60 45 ,1.0
37 13 96 37 24 27 90 35 87 78 48 94 46 70 32 39 ,1.0
18 34 76 59 83 26 47 35 21 63 70 36 ,1.0
53 93 96 37 24 14 74 80 60 67 64 12 33 32 39 48 94 46 16 12 ,1.0
55 21 63 70 79 31 17 89 74 93 96 84 96 37 13 47 55 72 5 65 97 ,1.0
83 84 10 50 74 15 98 92 32 95 85 67 64 96 84 74 80 72 60 ,1.0
89 74 15 53 93 84 10 25 58 46 70 79 71 77 4 5 44 40 4 ,1.0
74 38 37 14 65 83 84 10 25 15 73 72 5 89 ,1.0
14 74 80 20 74 80 44 40 37 24 52 63 2 99 89 74 93 96 37 ,1.0
21 76 37 59 10 39 94 4 69 60 54 20 96 ,1.0
93 96 63 70 36 60 47 35 21 63 57 10 25 ,1.0
15 30 81 21 55 18 34 97 72 60 54 78 48 94 14 97 42 46 70 36 ,1.0
24 69 60 45 85 57 77 89 67 71 83 ,1.0
11 29 59 83 26 47 35 18 9 19 82 33 32 ,1.0
19 64 12 33 32 50 32 39 19 24 69 65 97 59 83 93 84 74 ,1.0
81 21 55 11 29 59 83 26 47 55 21 62 53 51 93 84 10 25 83 26 ,1.0
9 19 90 39 48 94 34 9 19 90 21 63 99 89 ,1.0
59 10 25 15 56 86 71 77 99 89 67 21 62 82 39 95 ,1.0
91 3 51 67 5 44 40 4 69 60 8 33 15 28 25 ,1.0
96 84 96 63 57 77 82 33 15 56 12 79 ,1.0
57 10 25 75 54 20 79 7 5 65 83 84 10 25 58 32 39 48 94 34 ,1.0
40 37 59 83 84 96 37 59 83 84 74 ,1.0
78 54 24 14 65 74 52 11 29 43 68 19 82 39 91 73 85 45 85 ,1.0
46 97 42 69 60 45 30 81 21 63 99 17 ,1.0
60 54 20 31 88 42 69 60 8 33 15 53 78 28 25 75 68 19 ,1.0
13 47 36 60 45 11 51 81 22 72 5 44 ,1.0
8 62 82 39 19 17 89 67 21 55 73 89 ,1.0
40 4 69 60 8 84 96 37 14 74 80 88 7 45 ,1.0
99 17 14 74 15 3 51 35 21 76 59 25 15 28 25 83 84 74 13 47 ,1.0
32 77 33 15 3 73 72 5 65 44 28 25 83 26 47 ,1.0
10 25 91 8 33 32 50 32 39 48 32 95 29 67 ,1.0
23 56 86 74 93 40 4 69 60 45 85 57 10 25 83 26 6 64 12 33 ,1.0
19 24 69 46 33 83 84 74 25 83 84 74 38 37 59 ,1.0
99 69 60 45 30 49 23 56 86 9 31 17 89 74 52 ,1.0
21 55 72 5 44 28 25 7 88 75 14 65 ,1.0
93 84 74 80 60 8 99 69 60 45 85 18 34 76 59 83 ,1.0
37 59 83 26 33 83 84 96 63 70 36 52 86 79 38 37 14 74 ,1.0
98 10 25 58 46 33 15 53 88 7 61 2 82 33 ,1.0
35 21 63 70 35 21 55 76 21 55 11 98 10 25 58 21 76 59 83 26 47 ,1.0
84 96 8 99 89 74 52 86 74 25 83 84 ,1.0
49 15 85 18 34 97 10 39 48 94 4 5 44 28 25 83 26 33 15 30 65 ,1.0
15 91 39 10 39 10 16 65 83 84 10 25 83 ,1.0
5 44 40 37 24 14 97 22 16 65 97 95 43 44 40 4 69 10 25 7 ,1.0
25 75 54 24 69 22 15 73 91 26 47 52 86 9 31 54 41 29 1 24 ,1.0
68 61 86 74 97 72 5 44 28 25 83 ,1.0
33 32 39 19 17 14 65 44 28 25 58 74 15 98 10 25 ,1.0
12 33 32 39 19 24 14 65 97 10 25 58 46 70 ,1.0
82 33 32 95 85 57 10 25 83 26 33 15 91 ,1.0
54 20 79 7 88 7 15 56 86 74 93 84 96 ,1.0
47 36 55 11 65 74 13 98 10 25 75 40 ,1.0
8 33 32 39 95 29 43 68 52 11 65 ,1.0
19 17 89 67 68 52 11 81 45 30 81 45 30 49 28 25 ,1.0
32 95 43 68 52 11 51 93 96 63 57 10 ,1.0
67 21 62 82 33 83 84 96 63 57 77 ,1.0
91 42 69 60 3 34 72 60 67 71 83 26 33 15 ,1.0
98 10 25 19 90 52 34 27 14 74 25 14 97 41 ,1.0
97 42 10 25 83 26 47 52 11 65 97 95 84 ,1.0
10 25 83 84 96 37 59 83 84 10 25 58 30 81 21 63 70 36 ,1.0
33 83 84 74 52 11 51 67 71 83 26 33 15 85 57 77 82 60 45 ,1.0
83 84 74 38 92 6 64 96 63 57 10 39 1 5 44 9 19 24 52 ,1.0
60 67 21 76 59 10 25 83 61 4 54 24 69 10 25 75 54 20 31 17 ,1.0
37 14 65 44 9 12 33 32 39 10 25 15 30 81 21 62 33 83 26 47 ,1.0
41 76 48 94 46 61 86 71 83 84 96 ,1.0
44 9 58 29 43 68 52 86 71 49 100 97 ,1.0
87 54 86 9 19 82 85 38 9 58 8 32 95 58 46 ,1.0
84 74 80 91 42 10 25 83 84 10 58 30 34 76 59 10 25 58 30 37 ,1.0
88 42 10 25 58 30 94 46 61 86 71 83 26 33 15 91 ,1.0
1 99 17 89 67 57 10 25 75 42 21 55 21 63 87 4 ,1.0
84 10 25 58 46 61 48 94 46 33 83 84 74 15 98 10 25 15 56 ,1.0
84 10 88 4 5 44 9 19 79 7 45 30 88 ,1.0
84 10 25 83 84 10 61 86 71 77 82 39 91 73 85 18 41 54 86 74 38 ,1.0
8 99 35 21 79 31 88 42 21 62 33 32 39 48 94 ,1.0
54 24 27 90 52 11 51 81 21 62 82 39 ,1.0
89 48 94 67 21 55 21 55 99 17 14 ,1.0
85 38 37 14 65 83 84 10 25 15 73 6 76 48 86 44 40 ,1.0
9 30 81 45 30 81 21 63 57 77 33 83 6 92 68 19 24 27 ,1.0
67 5 65 44 9 31 17 89 74 93 40 67 71 83 84 ,1.0
68 19 17 89 67 64 96 84 10 25 83 84 96 37 14 74 80 20 31 54 86 ,1.0
38 92 58 30 35 21 63 87 92 32 39 91 73 85 38 ,1.0
32 95 45 30 81 21 55 76 59 83 73 85 38 8 99 17 14 65 83 47 35 ,1.0
42 46 86 44 28 25 75 42 21 63 2 34 14 ,1.0
89 12 33 15 98 31 17 89 67 64 12 79 38 37 59 83 84 10 25 15 ,1.0
10 25 15 56 86 74 80 20 31 17 14 74 38 9 58 ,1.0
97 22 75 14 74 80 91 31 54 86 44 40 4 5 44 40 4 69 65 ,1.0
74 15 53 58 46 70 79 38 8 84 10 25 15 91 ,1.0
52 86 82 85 38 9 58 21 55 18 34 88 7 10 25 15 98 10 ,1.0
81 72 5 44 28 25 83 84 74 93 96 ,1.0
33 15 91 42 46 70 32 39 10 58 46 61 5 44 68 19 79 ,1.0
85 67 21 55 72 60 45 30 81 22 45 30 81 45 85 67 5 89 74 80 60 ,1.0
70 84 10 25 58 46 33 32 39 95 43 68 19 82 33 15 28 25 75 14 ,1.0
99 93 84 74 52 86 9 58 46 61 48 94 46 61 5 44 40 32 95 ,1.0
54 41 43 68 19 17 89 67 5 44 9 82 39 1 10 25 58 ,1.0
96 37 24 27 23 37 24 69 60 8 33 32 95 45 ,1.0
31 54 20 79 38 37 59 83 26 47 35 21 63 70 84 10 25 7 45 30 81 ,1.0
10 25 14 74 93 96 37 59 11 65 44 9 31 54 20 ,1.0
3 34 27 90 35 8 33 15 98 10 25 7 45 30 29 59 10 61 86 ,1.0
64 12 79 38 37 59 83 26 47 55 64 12 33 ,1.0
